nct_id,titulo,estado,fase,todas_fases,tipo,sponsor,condicion,todas_condiciones,fecha_inicio,año_inicio
NCT01164579,"Effects of Tofacitinib (CP-690,550) on Magnetic Resonance Imaging (MRI)- Assessed Joint Structure In Early Rheumatoid Arthritis (RA)",COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Pfizer,Rheumatoid Arthritis,Rheumatoid Arthritis,2010-10,2010.0
NCT04611269,Clinical Characteristics and Outcomes of Patients With COVID-19 on Mechanical Ventilation in Argentina,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Argentinian Intensive Care Society,Respiratory Failure,Respiratory Failure; Covid-19; Mechanical Ventilation,2020-03-20,2020.0
NCT00652366,A Dose-Escalation to Rash Study of Tarceva (Erlotinib) Plus Gemcitabine in Patients With Metastatic Pancreatic Cancer,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Pancreatic Cancer,Pancreatic Cancer,2008-05,2008.0
NCT00069784,The ORIGIN Trial (Outcome Reduction With Initial Glargine Intervention),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,"Diabetes Mellitus, Non-Insulin-Dependent","Diabetes Mellitus, Non-Insulin-Dependent",2003-08,2003.0
NCT02596230,RE-COVERY DVT/PE: Global Study on Treatment Secondary Prevention of Acute Venous Thromboembolism,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Boehringer Ingelheim,Venous Thromboembolism,Venous Thromboembolism,2015-11-05,2015.0
NCT01461928,A Study Comparing Maintenance Subcutaneous Rituximab With Observation Only in Participants With Relapsed or Refractory Indolent Non-Hodgkin's Lymphoma Who Had Responded to Rituximab-based Immunochemotherapy Induction and 2-year Maintenance With Subcutaneous Rituximab,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Non-Hodgkin's Lymphoma,Non-Hodgkin's Lymphoma,2011-12-20,2011.0
NCT04352634,The Covid-19 HEalth caRe wOrkErS (HEROES) Study,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,University of Chile,Covid-19,Covid-19; Mental Health Disorder; Stress Disorder; Anxiety; Depression; SARS-CoV-2,2020-04-26,2020.0
NCT05767034,"Phase III Study of Efficacy and Safety of Secukinumab Versus Placebo, in Combination With Glucocorticoid Taper Regimen, in Patients With Polymyalgia Rheumatica (PMR)",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Polymyalgia Rheumatica,Polymyalgia Rheumatica,2023-03-22,2023.0
NCT05568706,A Study of EDP-938 in Non-hospitalized Adults With RSV Who Are at High Risk for Complications.,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Enanta Pharmaceuticals, Inc",RSV Infection,RSV Infection,2022-11-29,2022.0
NCT02747004,A Study of Abemaciclib (LY2835219) Plus Tamoxifen or Abemaciclib Alone in Women With Metastatic Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Eli Lilly and Company,Metastatic Breast Cancer,Metastatic Breast Cancer,2016-09-14,2016.0
NCT04396106,Safety and Efficacy of AT-527 in Subjects With Moderate Coronavirus Disease (COVID-19) in a Hospital Setting,TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,"Atea Pharmaceuticals, Inc.",COVID-19,COVID-19,2020-05-26,2020.0
NCT00813709,Long-term Follow-Up of Patients Who Participated in Study 27025 (REFLEX),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Merck KGaA, Darmstadt, Germany",Multiple Sclerosis,Multiple Sclerosis; Clinically Isolated Syndrome,2008-12,2008.0
NCT00496938,XIENCE V: SPIRIT WOMEN,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Abbott Medical Devices,Coronary Artery Stenosis,Coronary Artery Stenosis; Coronary Arteriosclerosis; Coronary Artery Disease; Coronary Artery Restenosis; Total Coronary Occlusion; Stent Thrombosis; Vascular Disease; Myocardial Ischemia,2007-07,2007.0
NCT01730534,Multicenter Trial to Evaluate the Effect of Dapagliflozin on the Incidence of Cardiovascular Events,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,"Diabetes Mellitus, Non-Insulin-Dependent","Diabetes Mellitus, Non-Insulin-Dependent; High Risk for Cardiovascular Event",2013-04-25,2013.0
NCT06224348,A Study to Evaluate the Efficacy and Safety of Subcutaneous Amlitelimab in Participants Aged 12 Years and Older With Moderate-to-severe Atopic Dermatitis on Background Topical Corticosteroids,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Sanofi,Dermatitis Atopic,Dermatitis Atopic,2024-01-18,2024.0
NCT05625412,A Study of BMS-986360/CC-90001 Alone and in Combination With Chemotherapy or Nivolumab in Advanced Solid Tumors,COMPLETED,PHASE1,PHASE1,INTERVENTIONAL,Bristol-Myers Squibb,Advanced Solid Tumors,Advanced Solid Tumors,2022-12-09,2022.0
NCT02343081,Bioequivalence Study of Temozolomide in Patients With Primary Tumors of the Central Nervous System,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Monte Verde SA,"Brain Neoplasms, Malignant, Primary","Brain Neoplasms, Malignant, Primary",2012-01,2012.0
NCT00878930,"Parameters of Acceptability, Compliance and Efficacy of Fulvestrant in Post-menopausal Patients With Advance Breast Cancer",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AstraZeneca,Breast Cancer,Breast Cancer,2009-04,2009.0
NCT05641272,"Clinical Trial to Evaluate the Efficacy and Safety of Polymerized, Mannan-Conjugated Dermatophagoides Allergen Extract",NOT_YET_RECRUITING,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Inmunotek S.L.,Allergic Rhinitis,Allergic Rhinitis; Allergic Asthma; Allergic Rhinoconjunctivitis; Allergy to House Dust Mite,2023-11-01,2023.0
NCT01544595,Extension Study of Secukinumab Prefilled Syringes in Subjects With Moderate to Severe Chronic Plaque-type Psoriasis Completing Preceding Psoriasis Phase III Studies With Secukinumab,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Moderate to Severe Plaque-type Psoriasis,Moderate to Severe Plaque-type Psoriasis,2012-06-19,2012.0
NCT04573907,Bioequivalence Study of Levothyroxine Sodium Tablets 100 mcg,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Tecnoquimicas,Healthy,Healthy,2019-06-01,2019.0
NCT01142193,Study to Evaluate the Safety and Effectiveness of USL255 in Patients With Refractory Partial-onset Seizures,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Upsher-Smith Laboratories,Epilepsy,Epilepsy,2010-05,2010.0
NCT00425919,Study Evaluating PPM-204 In Subjects With Type 2 Diabetes,TERMINATED,PHASE2,PHASE2,INTERVENTIONAL,Wyeth is now a wholly owned subsidiary of Pfizer,Diabetes Mellitus,Diabetes Mellitus,2007-01,2007.0
NCT06077864,A Study to Test the Effect of Survodutide (BI 456906) on Cardiovascular Safety in People With Overweight or Obesity (SYNCHRONIZE™ - CVOT),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Boehringer Ingelheim,Obesity,Obesity,2023-11-20,2023.0
NCT00093093,Study of Viramidine to Ribavirin in Patients With Chronic Hepatitis C Who Are Treatment Naive,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Bausch Health Americas, Inc.",Chronic Hepatitis C,Chronic Hepatitis C,2004-06,2004.0
NCT05147701,Safety of Cultured Allogeneic Adult Umbilical Cord Derived Mesenchymal Stem Cells for NAION,RECRUITING,PHASE1,PHASE1,INTERVENTIONAL,The Foundation for Orthopaedics and Regenerative Medicine,Eye Diseases,Eye Diseases; Retinitis Pigmentosa; Diabetic Retinopathy; Macular Degeneration; Traumatic Optic Neuropathy; Optic Atrophy,2022-02-01,2022.0
NCT04405271,TAF/FTC for Pre-exposure Prophylaxis of COVID-19 in Healthcare Workers (CoviPrep Study),TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Hospital Italiano de Buenos Aires,Healthcare Workers,Healthcare Workers; COVID-19; SARS-CoV 2,2020-07-31,2020.0
NCT04753502,Laparoscopic Treatment for Appendicitis During Pregnancy,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,"Austral University, Argentina",Other Specified Complications of Pregnancy,Other Specified Complications of Pregnancy,2005-09-01,2005.0
NCT03375177,Multiple Sclerosis Registry in Argentina (RelevarEM),UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Multiple Sclerosis,Multiple Sclerosis,2018-03-25,2018.0
NCT06267001,A Study of Tiragolumab Plus Atezolizumab Compared With Placebo Plus Atezolizumab in Participants With Completely Resected Non-small Cell Lung Cancer Who Have Received Adjuvant Platinum-based Chemotherapy,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Non-small Cell Lung Cancer (NSCLC),Non-small Cell Lung Cancer (NSCLC),2024-03-21,2024.0
NCT00960830,Mirtazapine Reduces ICD Shocks in ICD Patients With Depression and Anxiety,COMPLETED,NA,NA,INTERVENTIONAL,Universidad Nacional de Rosario,Depression,Depression; Anxiety,2007-04,2007.0
NCT03071692,Pemafibrate to Reduce Cardiovascular OutcoMes by Reducing Triglycerides IN patiENts With diabeTes (PROMINENT),TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,"Kowa Research Institute, Inc.",Type2 Diabetes,Type2 Diabetes; Dyslipidemia,2017-03-23,2017.0
NCT03594864,"Outcomes of Liver Transplantation in Low Weight Children After Reducing the Lateral Segment of a Living Donor, Adapting the Shape and Size of the Graft to the Needs of the Recipient",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Liver Transplantation,Liver Transplantation; Low-weight Children; Hyper-reduced Liver Grafts,2018-04-21,2018.0
NCT00463294,Coronary Artery Bypass Surgery (CABG) Off or On Pump Revascularization Study,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Population Health Research Institute,the Efficacy and Safety of Off-pump CABG,the Efficacy and Safety of Off-pump CABG,2007-10,2007.0
NCT06317051,Optimising Metabolic Management for People With Human Immunodeficiency Virus (HIV) on Integrase Based Antiretroviral Therapy (ART),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Kirby Institute,HIV Infections,HIV Infections; Weight Gain,2024-12-16,2024.0
NCT04449029,A Study of GSK3228836 in Participants With Chronic Hepatitis B (CHB),COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,GlaxoSmithKline,Hepatitis B,Hepatitis B,2020-07-27,2020.0
NCT01163253,"A Long Term Study To Evaluate The Safety And Tolerability Of CP-690,550 For Patients With Moderate To Severe Chronic Plaque Psoriasis",TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,Pfizer,Psoriasis,Psoriasis,2010-09,2010.0
NCT00464672,"Safety, and Immunogenicity of Two Influenza Vaccines in Healthy Subjects 3 to 64 Years Old",COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis,Influenza,Influenza,2007-04,2007.0
NCT05059080,A Six-Month Follow-Up Study of Participants With Coronavirus Disease 2019 (COVID-19) Previously Enrolled in a RO7496998 (AT-527) Study,TERMINATED,NO APLICA,NO APLICA,OBSERVATIONAL,Hoffmann-La Roche,COVID-19,COVID-19; Long COVID,2021-06-15,2021.0
NCT05952856,A Study of Enlicitide Decanoate (MK-0616 Oral PCSK9 Inhibitor) in Adults With Hypercholesterolemia (MK-0616-013) CORALreef Lipids,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Hypercholesterolemia,Hypercholesterolemia; Familial Hypercholesterolemia,2023-08-10,2023.0
NCT05882877,"A Study to Assess Long-term Safety, Tolerability, and Efficacy of Rocatinlimab in Adult and Adolescent Participants With Moderate-to-severe Atopic Dermatitis (AD)",ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Amgen,Atopic Dermatitis,Atopic Dermatitis,2023-05-31,2023.0
NCT00879970,Thiazolidinedione Intervention With Vitamin D Evaluation,TERMINATED,PHASE4,PHASE4,INTERVENTIONAL,GlaxoSmithKline,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",2009-05,2009.0
NCT04497597,"A Study of Oral Upadacitinib Tablets to Assess Treatment Patterns, Achievement of Treatment Targets and Maintenance of Response in Adult Participants With Moderate to Severe Rheumatoid Arthritis",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,AbbVie,Rheumatoid Arthritis (RA),Rheumatoid Arthritis (RA),2020-10-16,2020.0
NCT00494013,Comparison of Two Basal Insulins for Patients With Type 2 Diabetes (IOOY),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Diabetes Mellitus Type 2,Diabetes Mellitus Type 2,2007-08,2007.0
NCT01691846,A Study of Aleglitazar in Combination With Metformin in Patients With Type 2 Diabetes Mellitus Who Are Inadequately Controlled With Metformin Alone,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Hoffmann-La Roche,Diabetes Mellitus Type 2,Diabetes Mellitus Type 2,2012-10,2012.0
NCT01602380,A Global Study to Compare the Effects of Fulvestrant and Arimidex in a Subset of Patients With Breast Cancer.,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Hormone Receptor Positive Breast Cancer,Hormone Receptor Positive Breast Cancer,2012-10-17,2012.0
NCT07063745,A Study to Compare the Combination of BMS-986504 With Pembrolizumab and Chemotherapy Versus Placebo Plus Pembrolizumab and Chemotherapy in First-line Metastatic Non-small Cell Lung Cancer Participants With Homozygous MTAP Deletion,RECRUITING,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Metastatic Non-small Cell Lung Cancer With MTAP Deletion,Metastatic Non-small Cell Lung Cancer With MTAP Deletion,2026-01-02,2026.0
NCT04550962,"Description of Characteristics, Such as Age, Previous and Concurrent Treatments, Associated Diseases, of Patients With Asthma Treated With Dupilumab (DUPIXENT)",ACTIVE_NOT_RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Sanofi,Asthma,Asthma,2020-11-02,2020.0
NCT00667251,Chemotherapy and Lapatinib or Trastuzumab in Treating Women With HER2/Neu-Positive Metastatic Breast Cancer,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Breast Cancer,Breast Cancer,2008-10-07,2008.0
NCT01124786,A Study Comparing CO-1.01 With Gemcitabine as First Line Therapy in Patients With Metastatic Pancreatic Adenocarcinoma (LEAP),COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,"Clovis Oncology, Inc.",Metastatic Pancreatic Adenocarcinoma,Metastatic Pancreatic Adenocarcinoma,2010-05,2010.0
NCT02135705,LOWER: Lomitapide Observational Worldwide Evaluation Registry,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Amryt Pharma,Homozygous Familial Hypercholesterolemia,Homozygous Familial Hypercholesterolemia,2014-03-18,2014.0
NCT01327846,Cardiovascular Risk Reduction Study (Reduction in Recurrent Major CV Disease Events),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Atherosclerosis,Atherosclerosis,2011-04-11,2011.0
NCT00827242,Study to Treat Patients Who Have Signs and Symptoms of Benign Prostatic Hyperplasia (BPH) With Tadalafil Daily,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Benign Prostatic Hyperplasia,Benign Prostatic Hyperplasia,2009-01,2009.0
NCT06534983,A Study to Evaluate the Efficacy and Safety of Autogene Cevumeran With Nivolumab Versus Nivolumab Alone in Participants With High-risk Muscle-invasive Urothelial Carcinoma (MIUC),RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Hoffmann-La Roche,Muscle-invasive Urothelial Carcinoma,Muscle-invasive Urothelial Carcinoma,2024-12-09,2024.0
NCT04053556,Cognitive Performance After a Night Shift in Internal Medicine Residents,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Sleep Deprivation,"Sleep Deprivation; Burnout, Professional; Cognition Disorders",2019-08-08,2019.0
NCT04448431,Comparison of Vortioxetine and Desvenlafaxine in Adult Patients Suffering From Depression,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,H. Lundbeck A/S,Major Depressive Disorder,Major Depressive Disorder,2020-06-18,2020.0
NCT05382299,Study of Sacituzumab Govitecan-hziy Versus Treatment of Physician's Choice in Patients With Previously Untreated Locally Advanced Inoperable or Metastatic Triple-Negative Breast Cancer,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Gilead Sciences,Triple Negative Breast Cancer,Triple Negative Breast Cancer; PD-L1 Negative,2022-07-20,2022.0
NCT06344104,A Study to Investigate the Efficacy and Safety of Baxdrostat in Participants With Uncontrolled Hypertension on Two or More Medications Including Participants With Resistant Hypertension,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Uncontrolled Hypertension,Uncontrolled Hypertension; Resistant Hypertension,2024-04-08,2024.0
NCT01233258,A Trial to Compare Prophylaxis Therapy to On-demand Therapy With a New Full Length Recombinant FVIII in Patients With Severe Hemophilia A,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bayer,Hemophilia A,Hemophilia A,2011-01,2011.0
NCT00346255,BB-10901 in Treating Patients With Relapsed and/or Refractory Multiple Myeloma,COMPLETED,PHASE1,PHASE1,INTERVENTIONAL,"ImmunoGen, Inc.",Multiple Myeloma,Multiple Myeloma,2005-04,2005.0
NCT04627025,Trial to Evaluate Efficacy and Safety of Apraglutide in SBS-IF,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,VectivBio AG,Short Bowel Syndrome,Short Bowel Syndrome,2021-01-26,2021.0
NCT03896789,Pediatric Guideline Adherence and Outcomes- Argentina,COMPLETED,NA,NA,INTERVENTIONAL,University of Washington,TBI (Traumatic Brain Injury),TBI (Traumatic Brain Injury),2019-09-09,2019.0
NCT05243797,Phase 3 Study of Teclistamab in Combination With Lenalidomide and Teclistamab Alone Versus Lenalidomide Alone in Participants With Newly Diagnosed Multiple Myeloma as Maintenance Therapy Following Autologous Stem Cell Transplantation,RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,European Myeloma Network B.V.,Multiple Myeloma,Multiple Myeloma,2022-09-08,2022.0
NCT01958021,Study of Efficacy and Safety of LEE011 in Postmenopausal Women With Advanced Breast Cancer,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,"Advanced, Metastatic Breast Cancer","Advanced, Metastatic Breast Cancer",2013-12-17,2013.0
NCT01120691,Effect of QVA149 Versus NVA237 and Tiotropium on Chronic Obstructive Pulmonary Disorder (COPD) Exacerbations,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Novartis Pharmaceuticals,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,2010-04,2010.0
NCT03064685,Risk Factors and Outcomes of Pyogenic Liver Abscess in Adult Liver Recipients: A Match Case Control Study,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Liver Transplant Abscess,Liver Transplant Abscess,2016-11-22,2016.0
NCT03927144,Study of Sustained Benefit of AMG334 in Adult Episodic Migraine Patients,COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Amgen,Episodic Migraine,Episodic Migraine,2019-05-15,2019.0
NCT04923893,"A Study of Bortezomib, Lenalidomide and Dexamethasone (VRd) Followed by Cilta-cel, a CAR-T Therapy Directed Against BCMA Versus VRd Followed by Lenalidomide and Dexamethasone (Rd) Therapy in Participants With Newly Diagnosed Multiple Myeloma for Whom ASCT is Not Planned as Initial Therapy",ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,"Janssen Research & Development, LLC",Multiple Myeloma,Multiple Myeloma,2021-08-19,2021.0
NCT04084678,A Study of Ralinepag to Evaluate Effects on Exercise Capacity by CPET in Subjects With WHO Group 1 PH,TERMINATED,PHASE3,PHASE3,INTERVENTIONAL,United Therapeutics,PAH,"PAH; Pulmonary Hypertension; Hypertension; Connective Tissue Disease; Familial Primary Pulmonary Hypertension; Vascular Diseases; Cardiovascular Diseases; Hypertension, Pulmonary; Lung Diseases; Respiratory Tract Disease; Pulmonary Arterial Hypertension",2021-01-20,2021.0
NCT00101647,Study of Dasatinib (BMS-354825) in Patients With Accelerated Phase Chronic Myeloid Leukemia,COMPLETED,PHASE2,PHASE2,INTERVENTIONAL,Bristol-Myers Squibb,Chronic Myelogenous Leukemia,Chronic Myelogenous Leukemia,2004-12,2004.0
NCT06684847,A Study of the Efficacy and Safety of Efgartigimod in Patients With Primary Sjögren's Syndrome,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,argenx,Primary Sjogrens Disease,Primary Sjogrens Disease,2025-01-15,2025.0
NCT05368649,Sensory Processing and Musculoskeletal Shoulder Pain,COMPLETED,NA,NA,INTERVENTIONAL,University of Gran Rosario,Shoulder Pain,Shoulder Pain; Healthy Volunteers,2022-04-01,2022.0
NCT01168791,Study of Palifosfamide-tris in Combination With Doxorubicin in Patients With Front-line Metastatic Soft Tissue Sarcoma,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Alaunos Therapeutics,Soft Tissue Sarcoma,Soft Tissue Sarcoma,2010-07,2010.0
NCT07357584,Efficacy and Safety of Doravirine in the Rapid Initiation,NOT_YET_RECRUITING,PHASE4,PHASE4,INTERVENTIONAL,Fundación Huésped,HIV-1-infection,HIV-1-infection,2026-07-13,2026.0
NCT00412984,Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Atrial Fibrillation,Atrial Fibrillation; Atrial Flutter,2006-12-31,2006.0
NCT05630898,Congenital Cytomegalovirus: Prevalence in Buenos Aires City (cCMV Prevalence),UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital de Niños R. Gutierrez de Buenos Aires,Congenital Cytomegalovirus,Congenital Cytomegalovirus,2023-04-01,2023.0
NCT07223593,Efficacy and Safety of Orforglipron in Participants With Peripheral Artery Disease,RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Eli Lilly and Company,Peripheral Arterial Disease,Peripheral Arterial Disease,2025-10-31,2025.0
NCT04776148,Study of Lenvatinib (MK-7902/E7080) in Combination With Pembrolizumab (MK-3475) Versus Standard of Care in Participants With Metastatic Colorectal Cancer (MK-7902-017/E7080-G000-325/LEAP-017),COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Merck Sharp & Dohme LLC,Colorectal Neoplasms,Colorectal Neoplasms,2021-03-29,2021.0
NCT04271085,"Living Well, Dying Well. a Research Programme to Support Living Until the End",COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Erasmus Medical Center,Terminal Care,Terminal Care,2020-09-01,2020.0
NCT06577935,A Trial Evaluating Efficacy of AGA2118 in PostMenopausal Women wIth Low Bone MasS (ARTEMIS),ACTIVE_NOT_RECRUITING,PHASE2,PHASE2,INTERVENTIONAL,Angitia Biopharmaceuticals,Postmenopausal Osteoporosis,Postmenopausal Osteoporosis,2024-10-31,2024.0
NCT01442376,Efficacy and Safety of Palonosetron Intravenous in Prevention of Chemotherapy Induced Nausea and Vomiting in Pediatric Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Helsinn Healthcare SA,Chemotherapy-Induced Nausea and Vomiting,Chemotherapy-Induced Nausea and Vomiting,2011-09,2011.0
NCT03875235,Durvalumab or Placebo in Combination With Gemcitabine/Cisplatin in Patients With 1st Line Advanced Biliary Tract Cancer (TOPAZ-1),ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,AstraZeneca,Biliary Tract Neoplasms,Biliary Tract Neoplasms,2019-04-16,2019.0
NCT00792376,"""NSAIDs in Acute Achilles Tendinopathy: Effect on Pain Control, Leg Stiffness and Functional Recovery in Athletes""",COMPLETED,PHASE4,PHASE4,INTERVENTIONAL,Argentine Tennis Association,Achilles Tendinopathy,Achilles Tendinopathy,2009-08,2009.0
NCT06757634,"Phase 3 Study of Gedatolisib as First-Line Treatment for Patients With HR-Positive, HER2-Negative Advanced Breast Cancer (VIKTORIA-2)",RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Celcuity Inc,Breast Cancer,Breast Cancer,2025-07-24,2025.0
NCT01718158,Efficacy and Safety Evaluation of a Regimen Consisting of Peginterferon Lambda-1a + Ribavirin + Daclatasvir (Lambda + RBV + DCV) in HCV Genotype 1b Treatment naïve Patients or Prior Relapsers to Peginterferon Alfa + Ribavirin (Alfa + RBV) Therapy,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Hepatitis C,Hepatitis C,2013-01,2013.0
NCT03695978,"Efficacy, Safety & Utilisation of Nuwiq, Octanate and Wilate in Previously Untreated & Minimally Treated Haemophilia A Patients",RECRUITING,NO APLICA,NO APLICA,OBSERVATIONAL,Octapharma,Haemophilia A,Haemophilia A,2018-02-13,2018.0
NCT02577835,International Registry for Ambulatory Blood Pressure and Arterial Stiffness Telemonitoring,COMPLETED,NO APLICA,NO APLICA,OBSERVATIONAL,Italian Institute of Telemedicine,Hypertension,Hypertension,2015-11,2015.0
NCT04991987,Multicenter Validation Study of an Artificial Intelligence Tool for Automatic Classification of Chest X-rays,UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Hospital Italiano de Buenos Aires,Pneumothorax,Pneumothorax; Pleural Effusion; Bone Fracture; Consolidation; Opacity,2021-07-01,2021.0
NCT02111564,A Study of Rivaroxaban (JNJ-39039039) on the Venous Thromboembolic Risk in Post-Hospital Discharge Patients,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,"Janssen Research & Development, LLC",Heart Failure,Heart Failure; Respiratory Insufficiency; Stroke Acute; Infectious Diseases; Rheumatic Diseases,2014-01-07,2014.0
NCT04133909,Mepolizumab as Add-on Treatment IN Participants With COPD Characterized by Frequent Exacerbations and Eosinophil Level,COMPLETED,PHASE3,PHASE3,INTERVENTIONAL,GlaxoSmithKline,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",2019-10-30,2019.0
NCT03036098,Study of Nivolumab in Combination With Ipilimumab or Standard of Care Chemotherapy Compared to the Standard of Care Chemotherapy Alone in Treatment of Participants With Untreated Inoperable or Metastatic Urothelial Cancer,ACTIVE_NOT_RECRUITING,PHASE3,PHASE3,INTERVENTIONAL,Bristol-Myers Squibb,Urothelial Cancer,Urothelial Cancer,2017-03-24,2017.0
NCT02188355,"Prospective, Single-arm, Multi Centre Observations Ultimaster Des Registry",UNKNOWN,NO APLICA,NO APLICA,OBSERVATIONAL,Terumo Europe N.V.,Coronary Artery Disease,Coronary Artery Disease,2014-06,2014.0
NCT06112743,A Study to Evaluate Mavacamten Impact on Myocardial Structure in Participants With Symptomatic Obstructive Hypertrophic Cardiomyopathy,ACTIVE_NOT_RECRUITING,PHASE4,PHASE4,INTERVENTIONAL,Bristol-Myers Squibb,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",2024-01-24,2024.0
NCT03398148,"A Multicenter, Randomized, Double-Blind, Placebo Controlled Induction Study to Evaluate the Efficacy and Safety of Risankizumab in Participants With Moderately to Severely Active Ulcerative Colitis",COMPLETED,PHASE2,PHASE2; PHASE3,INTERVENTIONAL,AbbVie,Ulcerative Colitis (UC),Ulcerative Colitis (UC),2018-03-07,2018.0
